carbon_monoxide,nitrogen_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,particulates2_5,particulates10,ammonia,air_quality_index,date
250.34,0.0,2.53,57.22,1.04,0.5,0.56,0.15,1,2023-12-25 11:00:00
250.34,0.0,2.57,58.65,0.88,0.5,0.56,0.16,1,2023-12-25 12:00:00
253.68,0.0,3.6,57.94,0.78,0.5,0.59,0.23,1,2023-12-25 13:00:00
260.35,0.01,4.76,56.51,0.74,0.54,0.65,0.29,1,2023-12-25 14:00:00
260.35,0.02,4.84,56.51,0.67,0.54,0.66,0.36,1,2023-12-25 15:00:00
257.02,0.11,4.5,57.22,0.63,0.55,0.67,0.43,1,2023-12-25 16:00:00
257.02,0.22,4.07,57.94,0.57,0.51,0.62,0.41,1,2023-12-25 17:00:00
257.02,0.28,3.77,60.08,0.54,0.5,0.6,0.39,2,2023-12-25 18:00:00
257.02,0.33,3.68,63.66,0.52,0.5,0.61,0.42,2,2023-12-25 19:00:00
257.02,0.3,4.16,66.52,0.57,0.52,0.64,0.5,2,2023-12-25 20:00:00
260.35,0.22,4.71,67.95,0.63,0.58,0.71,0.54,2,2023-12-25 21:00:00
260.35,0.14,5.36,67.95,0.63,0.62,0.77,0.6,2,2023-12-25 22:00:00
267.03,0.02,6.68,66.52,0.61,0.7,0.86,0.69,2,2023-12-25 23:00:00
270.37,0.0,7.45,66.52,0.54,0.77,0.96,0.75,2,2023-12-26 00:00:00
270.37,0.0,7.37,67.23,0.51,0.9,1.13,0.8,2,2023-12-26 01:00:00
267.03,0.0,6.51,68.66,0.5,0.9,1.18,0.82,2,2023-12-26 02:00:00
263.69,0.0,5.44,70.1,0.49,0.83,1.11,0.8,2,2023-12-26 03:00:00
260.35,0.0,5.18,70.1,0.53,0.89,1.18,0.79,2,2023-12-26 04:00:00
260.35,0.0,5.14,69.38,0.65,0.91,1.21,0.77,2,2023-12-26 05:00:00
253.68,0.0,4.16,69.38,0.94,0.71,0.97,0.67,2,2023-12-26 06:00:00
250.34,0.0,3.3,68.66,0.95,0.65,0.86,0.59,2,2023-12-26 07:00:00
247.0,0.0,3.04,67.95,0.68,0.72,0.92,0.54,2,2023-12-26 08:00:00
247.0,0.0,2.96,67.23,0.72,0.77,1.0,0.51,2,2023-12-26 09:00:00
247.0,0.0,3.43,66.52,1.24,0.82,1.08,0.55,2,2023-12-26 10:00:00
247.0,0.0,4.03,65.8,1.91,0.83,1.12,0.63,2,2023-12-26 11:00:00
250.34,0.0,4.97,65.09,2.59,0.82,1.13,0.72,2,2023-12-26 12:00:00
263.69,0.0,8.05,62.23,3.28,1.13,1.51,0.91,2,2023-12-26 13:00:00
273.7,0.01,10.88,59.37,3.67,1.3,1.75,1.01,1,2023-12-26 14:00:00
273.7,0.07,10.71,60.8,4.17,1.16,1.61,0.93,2,2023-12-26 15:00:00
260.35,0.34,8.57,65.09,5.13,0.74,1.13,0.69,2,2023-12-26 16:00:00
253.68,0.71,7.71,65.8,5.96,0.55,0.91,0.58,2,2023-12-26 17:00:00
250.34,0.96,7.54,65.8,7.09,0.5,0.87,0.5,2,2023-12-26 18:00:00
247.0,0.8,6.34,67.95,5.36,0.5,0.79,0.33,2,2023-12-26 19:00:00
247.0,0.68,6.17,68.66,4.65,0.5,0.73,0.28,2,2023-12-26 20:00:00
247.0,0.51,6.51,68.66,4.77,0.5,0.72,0.27,2,2023-12-26 21:00:00
257.02,0.34,9.25,65.8,5.36,0.53,0.78,0.37,2,2023-12-26 22:00:00
270.37,0.07,12.51,61.51,5.66,0.77,1.07,0.57,2,2023-12-26 23:00:00
283.72,0.01,14.22,58.65,5.3,1.04,1.38,0.79,1,2023-12-27 00:00:00
283.72,0.01,13.54,58.65,4.11,1.25,1.66,0.93,1,2023-12-27 01:00:00
280.38,0.0,11.65,60.08,2.86,1.34,1.81,1.01,2,2023-12-27 02:00:00
273.7,0.0,9.94,60.8,2.18,1.31,1.76,1.03,2,2023-12-27 03:00:00
273.7,0.0,9.34,60.08,1.94,1.38,1.8,1.12,2,2023-12-27 04:00:00
270.37,0.0,8.57,58.65,1.76,1.32,1.72,1.25,1,2023-12-27 05:00:00
263.69,0.0,6.85,59.37,1.56,1.08,1.4,1.36,1,2023-12-27 06:00:00
260.35,0.0,6.17,58.65,1.48,1.29,1.58,1.55,1,2023-12-27 07:00:00
263.69,0.0,6.08,57.94,1.45,1.79,2.09,1.8,1,2023-12-27 08:00:00
263.69,0.0,5.83,57.22,1.33,2.11,2.41,2.12,1,2023-12-27 09:00:00
263.69,0.0,5.36,56.51,1.03,2.23,2.55,2.53,1,2023-12-27 10:00:00
267.03,0.0,5.14,55.79,0.95,2.35,2.66,2.69,1,2023-12-27 11:00:00
270.37,0.0,5.57,55.07,1.1,2.61,2.91,2.82,1,2023-12-27 12:00:00
280.38,0.01,7.88,51.5,1.22,3.18,3.55,3.17,1,2023-12-27 13:00:00
293.73,0.02,10.2,48.64,1.21,3.58,4.04,3.64,1,2023-12-27 14:00:00
300.41,0.32,10.28,48.64,1.45,3.76,4.3,4.18,1,2023-12-27 15:00:00
297.07,1.77,9.25,51.5,2.68,3.92,4.54,4.81,1,2023-12-27 16:00:00
293.73,2.96,8.14,53.64,4.77,3.87,4.55,5.07,1,2023-12-27 17:00:00
290.39,3.41,7.63,54.36,6.56,3.84,4.53,4.88,1,2023-12-27 18:00:00
287.06,2.57,7.63,55.07,6.68,3.86,4.5,4.12,1,2023-12-27 19:00:00
290.39,2.49,7.88,55.07,6.91,4.3,4.95,3.48,1,2023-12-27 20:00:00
293.73,2.21,8.65,54.36,7.09,4.69,5.36,3.17,1,2023-12-27 21:00:00
300.41,1.3,11.14,50.78,8.46,5.13,5.83,3.58,1,2023-12-27 22:00:00
310.42,0.22,13.88,47.21,9.3,5.62,6.32,3.99,1,2023-12-27 23:00:00
320.43,0.02,13.88,47.21,6.85,5.9,6.56,4.02,1,2023-12-28 00:00:00
323.77,0.02,13.02,47.92,4.35,6.2,6.82,3.89,1,2023-12-28 01:00:00
323.77,0.01,12.51,48.64,3.64,6.39,7.0,3.74,1,2023-12-28 02:00:00
323.77,0.01,12.0,48.64,3.61,6.42,7.01,3.51,1,2023-12-28 03:00:00
323.77,0.01,12.17,47.92,3.81,6.55,7.13,3.39,1,2023-12-28 04:00:00
323.77,0.01,12.17,46.49,4.05,6.53,7.11,3.32,1,2023-12-28 05:00:00
317.1,0.01,11.31,45.78,4.11,6.2,6.72,3.26,1,2023-12-28 06:00:00
313.76,0.0,10.62,44.7,3.7,6.19,6.66,3.32,1,2023-12-28 07:00:00
317.1,0.0,10.54,43.27,3.19,6.6,7.08,3.51,1,2023-12-28 08:00:00
317.1,0.01,10.54,41.84,2.71,6.82,7.3,3.8,1,2023-12-28 09:00:00
317.1,0.01,10.45,40.41,2.21,6.97,7.46,4.12,1,2023-12-28 10:00:00
320.43,0.01,10.8,38.98,1.89,7.16,7.69,4.56,1,2023-12-28 11:00:00
330.45,0.02,12.34,36.12,1.76,7.74,8.33,5.07,1,2023-12-28 12:00:00
360.49,0.12,17.82,29.68,1.67,8.96,9.71,6.02,1,2023-12-28 13:00:00
400.54,0.39,24.33,22.17,1.61,10.05,10.98,6.97,2,2023-12-28 14:00:00
413.89,1.48,24.33,21.99,1.65,10.29,11.27,7.16,2,2023-12-28 15:00:00
403.88,5.2,17.99,30.4,1.97,9.98,10.94,6.65,1,2023-12-28 16:00:00
390.53,7.15,14.39,35.76,2.71,9.85,10.76,5.95,1,2023-12-28 17:00:00
370.5,6.71,11.82,40.41,3.22,9.92,10.71,4.5,1,2023-12-28 18:00:00
323.77,3.16,7.45,49.35,2.74,9.52,10.08,2.41,1,2023-12-28 19:00:00
313.76,1.84,6.0,48.64,1.34,9.2,9.6,1.85,1,2023-12-28 20:00:00
310.42,1.13,6.17,45.78,0.93,7.0,7.34,1.88,1,2023-12-28 21:00:00
313.76,0.3,7.37,40.41,0.69,5.63,5.9,1.84,1,2023-12-28 22:00:00
313.76,0.09,8.05,35.05,0.6,4.71,4.94,1.36,1,2023-12-28 23:00:00
310.42,0.05,7.88,33.62,0.57,3.73,3.93,0.93,1,2023-12-29 00:00:00
300.41,0.02,6.77,43.63,0.57,2.96,3.16,0.74,1,2023-12-29 01:00:00
290.39,0.01,5.65,52.93,0.5,2.57,2.79,0.65,1,2023-12-29 02:00:00
280.38,0.0,4.8,57.94,0.46,2.33,2.56,0.55,1,2023-12-29 03:00:00
273.7,0.0,4.46,62.23,0.58,2.11,2.34,0.48,2,2023-12-29 04:00:00
273.7,0.0,4.11,60.8,0.76,1.72,1.94,0.41,2,2023-12-29 05:00:00
273.7,0.0,3.68,55.79,1.06,1.42,1.58,0.34,1,2023-12-29 06:00:00
277.04,0.0,3.64,50.78,1.4,1.64,1.79,0.31,1,2023-12-29 07:00:00
277.04,0.0,3.73,49.35,1.55,2.23,2.39,0.32,1,2023-12-29 08:00:00
277.04,0.0,3.64,50.78,1.48,2.7,2.88,0.35,1,2023-12-29 09:00:00
273.7,0.0,3.38,55.79,1.1,2.98,3.15,0.46,1,2023-12-29 10:00:00
270.37,0.0,3.34,61.51,0.88,3.45,3.62,0.97,2,2023-12-29 11:00:00
270.37,0.0,3.94,65.09,0.93,4.87,5.08,1.52,2,2023-12-29 12:00:00
280.38,0.0,6.25,66.52,1.48,7.21,7.53,2.09,2,2023-12-29 13:00:00
293.73,0.0,9.08,66.52,2.26,8.87,9.31,2.44,2,2023-12-29 14:00:00
300.41,0.21,9.94,67.95,3.01,9.56,10.06,2.5,2,2023-12-29 15:00:00
300.41,1.26,9.17,69.38,3.93,10.12,10.68,2.41,2,2023-12-29 16:00:00
297.07,2.07,7.71,70.81,4.71,10.57,11.19,2.18,2,2023-12-29 17:00:00
293.73,2.29,6.85,72.24,4.95,10.74,11.4,1.84,2,2023-12-29 18:00:00
290.39,2.18,6.34,75.1,4.65,10.0,10.67,1.54,2,2023-12-29 19:00:00
290.39,2.12,6.94,77.25,3.37,8.87,9.51,1.54,2,2023-12-29 20:00:00
293.73,1.82,7.88,77.96,2.18,7.36,8.02,1.73,2,2023-12-29 21:00:00
307.08,1.38,11.65,72.96,1.36,6.57,7.49,2.12,2,2023-12-29 22:00:00
340.46,0.39,18.34,62.94,0.97,6.59,8.0,2.25,2,2023-12-29 23:00:00
370.5,0.01,22.28,56.51,1.06,7.71,9.71,2.5,1,2023-12-30 00:00:00
383.85,0.01,22.96,54.36,1.21,9.95,12.41,3.26,1,2023-12-30 01:00:00
373.84,0.01,19.88,56.51,1.13,11.58,14.14,3.51,2,2023-12-30 02:00:00
350.48,0.0,15.59,59.37,0.95,11.74,14.17,3.29,2,2023-12-30 03:00:00
337.12,0.0,13.19,60.08,0.84,11.07,13.31,3.07,2,2023-12-30 04:00:00
327.11,0.0,11.31,60.08,0.75,9.89,11.92,2.85,2,2023-12-30 05:00:00
310.42,0.0,8.65,61.51,0.66,8.1,9.89,2.63,2,2023-12-30 06:00:00
293.73,0.0,6.25,62.94,0.53,6.56,8.25,2.47,2,2023-12-30 07:00:00
280.38,0.0,5.14,63.66,0.48,5.52,7.26,2.37,2,2023-12-30 08:00:00
273.7,0.0,4.71,62.94,0.52,4.94,6.79,2.34,2,2023-12-30 09:00:00
267.03,0.0,4.46,63.66,0.56,4.65,6.56,2.31,2,2023-12-30 10:00:00
267.03,0.0,4.58,62.23,0.61,4.59,6.46,2.37,2,2023-12-30 11:00:00
270.37,0.0,5.44,60.8,0.67,4.75,6.51,2.5,2,2023-12-30 12:00:00
287.06,0.01,9.0,55.79,0.73,5.38,7.1,2.85,1,2023-12-30 13:00:00
310.42,0.01,13.02,50.78,0.74,5.87,7.6,2.98,1,2023-12-30 14:00:00
313.76,0.11,13.37,50.78,0.65,5.65,7.4,1.66,1,2023-12-30 15:00:00
303.75,0.71,11.31,52.93,0.72,5.25,7.04,1.39,1,2023-12-30 16:00:00
297.07,1.65,8.83,55.07,0.8,4.76,6.59,1.31,1,2023-12-30 17:00:00
287.06,1.93,6.6,59.37,0.89,4.25,6.03,1.23,1,2023-12-30 18:00:00
270.37,1.55,4.46,65.09,0.98,3.9,5.45,1.06,2,2023-12-30 19:00:00
267.03,1.24,4.07,69.38,1.06,4.15,5.62,1.04,2,2023-12-30 20:00:00
263.69,0.94,4.07,70.81,1.12,4.4,5.88,1.11,2,2023-12-30 21:00:00
263.69,0.5,4.33,71.53,1.16,4.69,6.06,1.12,2,2023-12-30 22:00:00
270.37,0.11,5.36,70.1,1.18,4.96,6.09,1.08,2,2023-12-30 23:00:00
273.7,0.0,5.91,67.23,1.1,5.15,6.08,0.92,2,2023-12-31 00:00:00
277.04,0.0,5.74,64.37,1.06,5.21,5.95,1.01,2,2023-12-31 01:00:00
273.7,0.0,5.1,62.94,1.21,4.6,5.11,1.69,2,2023-12-31 02:00:00
270.37,0.0,4.24,64.37,1.31,3.5,3.82,1.66,2,2023-12-31 03:00:00
263.69,0.0,3.6,67.95,1.24,2.79,3.01,1.49,2,2023-12-31 04:00:00
260.35,0.0,3.08,69.38,1.1,2.6,2.79,1.39,2,2023-12-31 05:00:00
257.02,0.0,2.36,70.81,0.98,2.38,2.53,1.31,2,2023-12-31 06:00:00
250.34,0.0,1.86,71.53,0.8,1.93,2.04,1.25,2,2023-12-31 07:00:00
247.0,0.0,1.54,72.24,0.56,1.36,1.46,1.19,2,2023-12-31 08:00:00
247.0,0.0,1.41,70.81,0.39,0.9,0.99,1.16,2,2023-12-31 09:00:00
247.0,0.0,1.39,68.66,0.34,0.62,0.7,1.14,2,2023-12-31 10:00:00
247.0,0.0,1.48,66.52,0.37,0.5,0.58,1.09,2,2023-12-31 11:00:00
250.34,0.0,1.69,64.37,0.42,0.5,0.58,1.03,2,2023-12-31 12:00:00
253.68,0.0,2.55,62.94,0.47,0.54,0.65,1.03,2,2023-12-31 13:00:00
257.02,0.0,3.47,61.51,0.54,0.62,0.77,1.06,2,2023-12-31 14:00:00
260.35,0.02,3.73,60.8,0.66,0.65,0.81,1.08,2,2023-12-31 15:00:00
260.35,0.11,3.6,61.51,0.83,0.66,0.84,1.08,2,2023-12-31 16:00:00
257.02,0.27,3.3,62.23,1.06,0.62,0.8,1.03,2,2023-12-31 17:00:00
257.02,0.37,3.04,62.94,1.24,0.57,0.75,1.0,2,2023-12-31 18:00:00
257.02,0.4,2.87,64.37,1.18,0.56,0.73,0.96,2,2023-12-31 19:00:00
257.02,0.37,3.08,65.09,1.01,0.58,0.74,0.97,2,2023-12-31 20:00:00
257.02,0.27,3.34,63.66,0.92,0.58,0.75,1.03,2,2023-12-31 21:00:00
257.02,0.12,3.73,61.51,0.86,0.57,0.74,1.11,2,2023-12-31 22:00:00
263.69,0.03,4.5,59.37,0.85,0.6,0.78,1.25,1,2023-12-31 23:00:00
267.03,0.0,5.14,59.37,0.87,0.69,0.89,1.36,1,2024-01-01 00:00:00
